time,1.0_perc,3.0_perc,5.0_perc,7.0_perc,8.0_perc,9.0_perc,10.0_perc,11.0_perc,13.0_perc,14.0_perc,15.0_perc,16.0_perc,17.0_perc,18.0_perc,19.0_perc,20.0_perc,21.0_perc,29.0_perc,34.0_perc,35.0_perc,36.0_perc,42.0_perc,43.0_perc,48.0_perc,61.0_perc,62.0_perc,63.0_perc,64.0_perc,65.0_perc,66.0_perc,67.0_perc,68.0_perc,69.0_perc,70.0_perc,72.0_perc,73.0_perc,74.0_perc,76.0_perc,77.0_perc,78.0_perc,79.0_perc,82.0_perc,84.0_perc,85.0_perc,100.0_perc,101.0_perc,103.0_perc,104.0_perc,105.0_perc,111.0_perc,117.0_perc,120.0_perc,121.0_perc,135.0_perc,136.0_perc,137.0_perc,147.0_perc,159.0_perc,165.0_perc,202.0_perc,207.0_perc,217.0_perc,248.0_perc,249.0_perc,250.0_perc,251.0_perc,254.0_perc,255.0_perc,257.0_perc,258.0_perc,259.0_perc,260.0_perc,261.0_perc,262.0_perc,263.0_perc,264.0_perc,265.0_perc,266.0_perc,267.0_perc,268.0_perc,269.0_perc,270.0_perc,271.0_perc
2017-04-17,0.09570957095709572,0.04026402640264026,0.0745874587458746,0.018481848184818482,0.011221122112211221,0.013861386138613862,0.013861386138613862,0.013861386138613862,0.006600660066006601,0.0,0.010561056105610561,0.04884488448844884,0.005280528052805281,0.02046204620462046,0.0594059405940594,0.02178217821782178,0.0,0.015181518151815182,0.04950495049504951,0.0,0.033663366336633666,0.009240924092409241,0.0,0.026402640264026403,0.013861386138613862,0.007260726072607261,0.014521452145214522,0.009900990099009901,0.034323432343234324,0.0,0.06666666666666667,0.006600660066006601,0.0,0.0046204620462046205,0.007260726072607261,0.007260726072607261,0.02442244224422442,0.0046204620462046205,0.007920792079207921,0.0019801980198019802,0.009900990099009901,0.007260726072607261,0.0,0.006600660066006601,0.0,0.0,0.010561056105610561,0.013861386138613862,0.0033003300330033004,0.0,0.0,0.009240924092409241,0.0,0.06732673267326733,0.036963696369636964,0.014521452145214522,0.010561056105610561,0.0,0.008580858085808581,0.0,0.0,0.0,0.0013201320132013201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-18,0.06934812760055478,0.033287101248266296,0.08460471567267684,0.012482662968099861,0.018030513176144243,0.021497919556171984,0.044382801664355064,0.017337031900138695,0.0076282940360610264,0.0,0.006934812760055479,0.04230235783633842,0.009708737864077669,0.02011095700416089,0.0638002773925104,0.02912621359223301,0.0,0.0076282940360610264,0.04230235783633842,0.0,0.03259361997226075,0.016643550624133148,0.0,0.0159500693481276,0.014563106796116505,0.0020804438280166435,0.013869625520110958,0.009708737864077669,0.0159500693481276,0.0,0.06102635228848821,0.005547850208044383,0.0,0.0048543689320388345,0.006934812760055479,0.004160887656033287,0.019417475728155338,0.0027739251040221915,0.0020804438280166435,0.009708737864077669,0.006934812760055479,0.009708737864077669,0.0,0.013869625520110958,0.0,0.0,0.011789181692094313,0.008321775312066574,0.0034674063800277394,0.0,0.0,0.0076282940360610264,0.0,0.10748959778085991,0.03467406380027739,0.010402219140083218,0.0034674063800277394,0.0,0.010402219140083218,0.0,0.0,0.0,0.0020804438280166435,0.0013869625520110957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-19,0.09971509971509972,0.04487179487179487,0.08048433048433049,0.024216524216524215,0.014957264957264958,0.01566951566951567,0.029914529914529916,0.012108262108262107,0.008547008547008548,0.0,0.007834757834757835,0.045584045584045586,0.010683760683760684,0.019230769230769232,0.042735042735042736,0.03347578347578348,0.0,0.007834757834757835,0.06054131054131054,0.0,0.0292022792022792,0.007122507122507123,0.0,0.02207977207977208,0.01566951566951567,0.005698005698005698,0.00641025641025641,0.00641025641025641,0.024216524216524215,0.0,0.06481481481481481,0.002849002849002849,0.0,0.002849002849002849,0.011396011396011397,0.00641025641025641,0.011396011396011397,0.0035612535612535613,0.004273504273504274,0.009259259259259259,0.007834757834757835,0.011396011396011397,0.0,0.014957264957264958,0.0,0.0,0.004273504273504274,0.005698005698005698,0.002849002849002849,0.0,0.0,0.009259259259259259,0.0,0.0811965811965812,0.0292022792022792,0.013532763532763533,0.014245014245014245,0.0,0.012108262108262107,0.0,0.0,0.0,0.0,0.0014245014245014246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-20,0.06,0.051111111111111114,0.0837037037037037,0.007407407407407408,0.016296296296296295,0.012592592592592593,0.025925925925925925,0.018518518518518517,0.0044444444444444444,0.0,0.007407407407407408,0.04518518518518518,0.01037037037037037,0.02,0.07629629629629629,0.02074074074074074,0.0,0.008888888888888889,0.04962962962962963,0.0,0.04148148148148148,0.006666666666666667,0.0,0.018518518518518517,0.014074074074074074,0.008148148148148147,0.011111111111111112,0.007407407407407408,0.012592592592592593,0.0,0.05555555555555555,0.003703703703703704,0.0,0.0022222222222222222,0.011851851851851851,0.007407407407407408,0.018518518518518517,0.003703703703703704,0.0022222222222222222,0.008148148148148147,0.01037037037037037,0.012592592592592593,0.0,0.014814814814814815,0.0,0.0,0.014814814814814815,0.00962962962962963,0.002962962962962963,0.0,0.0,0.012592592592592593,0.0,0.10740740740740741,0.037037037037037035,0.01037037037037037,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0007407407407407407,0.0014814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-21,0.08633093525179857,0.05107913669064748,0.06330935251798561,0.020863309352517987,0.02014388489208633,0.014388489208633094,0.038129496402877695,0.014388489208633094,0.015107913669064749,0.0,0.011510791366906475,0.0460431654676259,0.015827338129496403,0.013669064748201438,0.04964028776978417,0.034532374100719423,0.008633093525179856,0.008633093525179856,0.06115107913669065,0.0,0.038129496402877695,0.015107913669064749,0.0,0.031654676258992806,0.01079136690647482,0.0057553956834532375,0.012949640287769784,0.007194244604316547,0.020863309352517987,0.0,0.051798561151079135,0.0028776978417266188,0.0,0.0057553956834532375,0.007194244604316547,0.005035971223021582,0.019424460431654675,0.002158273381294964,0.0028776978417266188,0.0035971223021582736,0.017266187050359712,0.004316546762589928,0.0,0.011510791366906475,0.0,0.0,0.01079136690647482,0.007194244604316547,0.0,0.0,0.0,0.00935251798561151,0.0,0.05971223021582734,0.027338129496402876,0.01223021582733813,0.015827338129496403,0.0,0.0035971223021582736,0.0,0.0,0.0,0.0014388489208633094,0.0028776978417266188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-22,0.07452830188679245,0.006603773584905661,0.1179245283018868,0.014150943396226415,0.016981132075471698,0.010377358490566037,0.033962264150943396,0.020754716981132074,0.007547169811320755,0.0,0.002830188679245283,0.04339622641509434,0.009433962264150943,0.018867924528301886,0.07924528301886792,0.020754716981132074,0.016981132075471698,0.0037735849056603774,0.06981132075471698,0.0,0.024528301886792454,0.010377358490566037,0.0,0.018867924528301886,0.01509433962264151,0.0009433962264150943,0.007547169811320755,0.011320754716981131,0.011320754716981131,0.0,0.04339622641509434,0.0,0.0,0.007547169811320755,0.002830188679245283,0.0047169811320754715,0.017924528301886792,0.002830188679245283,0.008490566037735849,0.016037735849056604,0.0047169811320754715,0.005660377358490566,0.0,0.008490566037735849,0.0,0.0,0.010377358490566037,0.002830188679245283,0.002830188679245283,0.0,0.0,0.0037735849056603774,0.0,0.10849056603773585,0.045283018867924525,0.011320754716981131,0.011320754716981131,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-23,0.10789473684210527,0.10526315789473684,0.07368421052631578,0.018421052631578946,0.02894736842105263,0.02894736842105263,0.005263157894736842,0.04473684210526316,0.0,0.0,0.02894736842105263,0.015789473684210527,0.0,0.010526315789473684,0.14736842105263157,0.021052631578947368,0.0,0.0,0.02631578947368421,0.0,0.018421052631578946,0.015789473684210527,0.0,0.031578947368421054,0.007894736842105263,0.0,0.02368421052631579,0.0,0.005263157894736842,0.0,0.018421052631578946,0.0,0.0,0.0,0.010526315789473684,0.015789473684210527,0.002631578947368421,0.0,0.0,0.0,0.02894736842105263,0.0,0.0,0.0,0.0,0.0,0.018421052631578946,0.002631578947368421,0.0,0.0,0.0,0.013157894736842105,0.0,0.05263157894736842,0.007894736842105263,0.010526315789473684,0.034210526315789476,0.0,0.007894736842105263,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-24,0.06826568265682657,0.047355473554735544,0.08794587945879459,0.01845018450184502,0.007380073800738007,0.023370233702337023,0.019065190651906518,0.00984009840098401,0.00922509225092251,0.0,0.005535055350553505,0.04305043050430504,0.006765067650676507,0.01783517835178352,0.07380073800738007,0.019065190651906518,0.007380073800738007,0.006150061500615006,0.06334563345633457,0.0,0.032595325953259535,0.007995079950799507,0.0,0.03013530135301353,0.014145141451414513,0.005535055350553505,0.007995079950799507,0.012300123001230012,0.017220172201722016,0.0,0.05904059040590406,0.006150061500615006,0.0,0.007380073800738007,0.005535055350553505,0.006765067650676507,0.020910209102091022,0.005535055350553505,0.00984009840098401,0.012300123001230012,0.00984009840098401,0.007380073800738007,0.0,0.013530135301353014,0.0,0.0,0.01107011070110701,0.00922509225092251,0.0012300123001230013,0.0,0.0,0.006765067650676507,0.0,0.08364083640836409,0.025830258302583026,0.01107011070110701,0.010455104551045511,0.0,0.011685116851168511,0.0,0.0,0.0,0.0,0.003075030750307503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-25,0.07931034482758621,0.041379310344827586,0.08413793103448276,0.021379310344827585,0.016551724137931035,0.00896551724137931,0.03517241379310345,0.01793103448275862,0.002758620689655172,0.0,0.006206896551724138,0.037241379310344824,0.006206896551724138,0.022068965517241378,0.07724137931034483,0.028275862068965516,0.0,0.006206896551724138,0.07517241379310345,0.0,0.025517241379310347,0.01310344827586207,0.0,0.01793103448275862,0.015172413793103448,0.004827586206896552,0.008275862068965517,0.004827586206896552,0.015172413793103448,0.0,0.06,0.0034482758620689655,0.0,0.006206896551724138,0.004137931034482759,0.007586206896551724,0.017241379310344827,0.0,0.005517241379310344,0.005517241379310344,0.006206896551724138,0.004137931034482759,0.0,0.00896551724137931,0.0,0.0,0.016551724137931035,0.006206896551724138,0.0034482758620689655,0.0,0.0,0.01310344827586207,0.0,0.1006896551724138,0.00896551724137931,0.014482758620689656,0.013793103448275862,0.0,0.005517241379310344,0.0,0.0,0.0,0.013793103448275862,0.0034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-26,0.08020698576972833,0.037516170763260026,0.08344113842173351,0.023932729624838292,0.015523932729624839,0.017464424320827943,0.02652005174644243,0.010996119016817595,0.0129366106080207,0.0,0.0071151358344113845,0.027166882276843468,0.00517464424320828,0.019404915912031046,0.07309184993531695,0.02328589909443726,0.0,0.008408796895213453,0.06080206985769728,0.0,0.0258732212160414,0.0129366106080207,0.0,0.014877102199223804,0.014230271668822769,0.005821474773609315,0.014877102199223804,0.0071151358344113845,0.014877102199223804,0.0,0.06985769728331177,0.00517464424320828,0.0,0.009055627425614488,0.0071151358344113845,0.0071151358344113845,0.019404915912031046,0.003234152652005175,0.009055627425614488,0.009055627425614488,0.0129366106080207,0.004527813712807244,0.0,0.01034928848641656,0.0,0.0,0.009702457956015523,0.005821474773609315,0.0019404915912031048,0.0,0.0,0.0071151358344113845,0.0,0.08602846054333764,0.031047865459249677,0.016817593790426907,0.009055627425614488,0.0,0.00646830530401035,0.0,0.0,0.0,0.01034928848641656,0.00517464424320828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-27,0.06666666666666667,0.02631578947368421,0.06666666666666667,0.016374269005847954,0.014035087719298246,0.02046783625730994,0.02631578947368421,0.0152046783625731,0.006432748538011696,0.0,0.008187134502923977,0.03684210526315789,0.008187134502923977,0.012280701754385965,0.07894736842105263,0.021052631578947368,0.0,0.006432748538011696,0.0783625730994152,0.0,0.021052631578947368,0.011111111111111112,0.0,0.012280701754385965,0.01929824561403509,0.0023391812865497076,0.00760233918128655,0.008771929824561403,0.017543859649122806,0.0,0.06491228070175438,0.005263157894736842,0.0,0.012280701754385965,0.008187134502923977,0.004678362573099415,0.022222222222222223,0.0035087719298245615,0.00935672514619883,0.011695906432748537,0.007017543859649123,0.006432748538011696,0.0,0.019883040935672516,0.0,0.0,0.010526315789473684,0.005847953216374269,0.005263157894736842,0.0,0.0,0.005263157894736842,0.0,0.11871345029239766,0.021637426900584796,0.015789473684210527,0.014035087719298246,0.0,0.0029239766081871343,0.0,0.0,0.0,0.008187134502923977,0.00760233918128655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-28,0.059159314997405295,0.043591074208614425,0.06019719771665802,0.017644006227296314,0.012973533990659055,0.014530358069538143,0.017125064867669952,0.01401141670991178,0.00934094447327452,0.0,0.013492475350285417,0.040477426050856254,0.010378827192527244,0.017644006227296314,0.07161390762843799,0.028541774779449924,0.0,0.005708354955889984,0.0892579138557343,0.0,0.020238713025428127,0.006746237675142709,0.0,0.017125064867669952,0.02594706798131811,0.0031136481577581734,0.00934094447327452,0.007784120394395433,0.007784120394395433,0.0,0.05656460819927348,0.007265179034769071,0.0,0.011416709911779968,0.008822003113648157,0.007265179034769071,0.03009859885832901,0.0020757654385054488,0.007784120394395433,0.017644006227296314,0.012454592631032694,0.008303061754021795,0.0,0.033731188375713546,0.0,0.0,0.006746237675142709,0.00934094447327452,0.005708354955889984,0.0,0.0,0.005189413596263622,0.0,0.08562532433834977,0.02127659574468085,0.010378827192527244,0.00934094447327452,0.0,0.008822003113648157,0.0,0.0,0.0,0.0036325895173845357,0.0041515308770108976,0.0,0.002594706798131811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-29,0.09372693726937269,0.01107011070110701,0.07158671586715867,0.01918819188191882,0.01918819188191882,0.01992619926199262,0.042804428044280446,0.014022140221402213,0.01107011070110701,0.0,0.008856088560885609,0.05830258302583026,0.013284132841328414,0.014760147601476014,0.05239852398523985,0.03468634686346864,0.0007380073800738007,0.007380073800738007,0.07306273062730627,0.0,0.01845018450184502,0.015498154981549815,0.0,0.020664206642066422,0.01918819188191882,0.0014760147601476014,0.011808118081180811,0.01107011070110701,0.013284132841328414,0.0,0.05830258302583026,0.0051660516605166054,0.0,0.0051660516605166054,0.006642066420664207,0.0051660516605166054,0.016236162361623615,0.004428044280442804,0.007380073800738007,0.012546125461254613,0.002952029520295203,0.002214022140221402,0.0,0.013284132841328414,0.0,0.0,0.005904059040590406,0.014022140221402213,0.0014760147601476014,0.0,0.0,0.008856088560885609,0.0,0.07749077490774908,0.022878228782287822,0.015498154981549815,0.012546125461254613,0.0,0.008118081180811807,0.0,0.0,0.0,0.0051660516605166054,0.002952029520295203,0.0,0.008118081180811807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
